OrderID,Region,VehicleType,WeatherCondition,Distance_Miles,OrderDate,Damaged_Flag,ExpectedDeliveryDate,ActualDeliveryDate
ORD-01230,East,Van,Rain,289,2022-01-26,No,2022-01-27,2022-01-28
ORD-01231,East,Van,Clear,1055,2023-05-05,No,2023-05-09,2023-05-09
ORD-01232,West,Van,Clear,723,2022-07-21,No,2022-07-24,2022-07-24
ORD-01233,North,Van,Clear,77,2023-06-27,No,2023-06-28,2023-06-29
ORD-01234,North,Box Truck,Clear,752,2023-09-03,No,2023-09-06,2023-09-06
ORD-01235,South,Van,Rain,1091,2023-11-24,No,2023-11-28,2023-11-30
ORD-01236,West,Van,Clear,1297,2022-10-05,,2022-10-10,2022-10-11
ORD-01237,North,Box Truck,Clear,1456,2022-11-03,No,2022-11-08,2022-11-09
ORD-01238,West,Semi-Trailer,Clear,1031,2023-01-02,No,2023-01-06,2023-01-06
ORD-01239,North,Box Truck,Fog,300,2023-09-13,No,2023-09-15,2023-09-16
ORD-01240,East,Van,Fog,178,2023-02-23,No,2023-02-24,2023-02-28
ORD-01241,North,Semi-Trailer,Rain,1495,2022-03-08,No,2022-03-13,2022-03-13
ORD-01242,West,Semi-Trailer,Clear,565,2022-02-01,No,2022-02-03,2022-02-05
ORD-01243,East,Van,Clear,362,2023-08-18,No,2023-08-20,2023-08-21
ORD-01244,East,Box Truck,Rain,1273,2022-03-21,No,2022-03-26,2022-03-28
ORD-01245,East,Van,Fog,292,2023-09-29,No,2023-09-30,2023-10-03
ORD-01246,West,Van,Fog,1482,2023-05-14,No,2023-05-19,2023-05-21
ORD-01247,South,Box Truck,Snow,1099,2023-08-20,No,2023-08-24,2023-08-26
ORD-01248,South,Semi-Trailer,Clear,1360,2023-03-15,No,2023-03-20,2023-03-20
ORD-01249,South,Van,Fog,465,2022-07-11,No,2022-07-13,2022-07-16
ORD-01250,West,Semi-Trailer,Rain,968,2023-02-14,No,2023-02-18,2023-02-18
ORD-01251,East,Semi-Trailer,Snow,1014,2023-12-15,Yes,2023-12-19,2023-12-20
ORD-01252,South,Semi-Trailer,Clear,486,2023-07-27,No,2023-07-29,2023-07-30
ORD-01253,West,Van,Clear,294,2023-03-01,No,2023-03-02,2023-03-02
ORD-01254,South,Semi-Trailer,Clear,40,2023-05-24,No,2023-05-25,2023-05-25
ORD-01255,North,Van,Clear,457,2022-01-15,No,2022-01-17,2022-01-17
ORD-01256,South,Box Truck,Clear,223,2023-10-14,No,2023-10-15,2023-10-15
ORD-01257,South,Van,Snow,1058,2023-02-10,No,2023-02-14,2023-02-16
ORD-01258,East,Van,Clear,1406,2023-06-13,No,2023-06-18,2023-06-18
ORD-01259,West,Box Truck,Clear,406,2023-03-19,No,2023-03-21,2023-03-21
ORD-01260,East,Van,Clear,346,2022-08-19,No,2022-08-21,2022-08-21
ORD-01261,East,Van,Clear,945,2023-12-04,No,2023-12-08,2023-12-08
ORD-01262,East,Van,Fog,977,2022-03-14,No,2022-03-18,2022-03-19
ORD-01263,East,Box Truck,Clear,864,2023-05-31,Yes,2023-06-03,2023-06-03
ORD-01264,East,Van,Clear,912,2023-02-12,No,2023-02-16,2023-02-16
ORD-01265,South,Semi-Trailer,Fog,681,2022-11-20,,2022-11-23,2022-11-24
ORD-01266,East,Van,Snow,1313,2022-03-01,No,2022-03-06,2022-03-09
ORD-01267,East,Van,Clear,778,2022-08-04,No,2022-08-07,2022-08-07
ORD-01268,West,Van,Rain,632,2022-07-17,,2022-07-20,2022-07-20
ORD-01269,North,Van,Rain,568,2022-09-10,No,2022-09-12,2022-09-12
ORD-01270,South,Van,Rain,557,2022-03-30,No,2022-04-01,2022-04-01
ORD-01271,South,Van,Clear,932,2023-04-02,No,2023-04-06,2023-04-06
ORD-01272,South,Semi-Trailer,Fog,1231,2023-02-03,No,2023-02-08,2023-02-10
ORD-01273,East,Box Truck,Clear,563,2022-01-03,No,2022-01-05,2022-01-05
ORD-01274,East,Van,Clear,488,2022-06-03,,2022-06-05,2022-06-05
ORD-01275,East,Van,Clear,853,2023-01-31,No,2023-02-03,2023-02-03
ORD-01276,West,Semi-Trailer,Clear,79,2023-11-22,No,2023-11-23,2023-11-26
ORD-01277,North,Van,Fog,514,2022-12-05,No,2022-12-07,2022-12-11
ORD-01278,East,Van,Clear,119,2022-09-11,No,2022-09-12,2022-09-13
ORD-01279,North,Box Truck,Clear,1415,2023-11-26,No,2023-12-01,2023-12-01
ORD-01280,West,Box Truck,Clear,406,2023-05-20,No,2023-05-22,2023-05-22
ORD-01281,South,Box Truck,Clear,1442,2023-12-23,No,2023-12-28,2023-12-28
ORD-01282,East,Van,Fog,360,2023-06-26,No,2023-06-28,2023-07-01
ORD-01283,North,Van,Clear,1004,2022-07-16,No,2022-07-20,2022-07-20
ORD-01284,North,Box Truck,Rain,798,2022-03-04,No,2022-03-07,2022-03-07
ORD-01285,East,Van,Rain,430,2022-10-08,No,2022-10-10,2022-10-10
ORD-01286,South,Box Truck,Rain,931,2022-01-15,No,2022-01-19,2022-01-19
ORD-01287,South,Box Truck,Rain,120,2023-03-13,No,2023-03-14,2023-03-14
ORD-01288,South,Van,Clear,218,2023-09-28,No,2023-09-29,2023-09-29
ORD-01289,West,Semi-Trailer,Snow,1472,2022-11-09,No,2022-11-14,2022-11-16
ORD-01290,North,Semi-Trailer,Rain,1211,2022-06-13,No,2022-06-18,2022-06-19
ORD-01291,North,Box Truck,Rain,940,2023-01-23,No,2023-01-27,2023-01-27
ORD-01292,North,Van,Fog,434,2023-07-01,No,2023-07-03,2023-07-05
ORD-01293,West,Van,Snow,337,2023-08-14,No,2023-08-16,2023-08-17
ORD-01294,North,Van,Snow,20,2022-03-10,No,2022-03-11,2022-03-15
ORD-01295,West,Van,Fog,1285,2023-12-18,No,2023-12-23,2023-12-29
ORD-01296,South,Semi-Trailer,Clear,865,2022-07-19,No,2022-07-22,2022-07-22
ORD-01297,East,Van,Clear,1268,2022-02-10,No,2022-02-15,2022-02-15
ORD-01298,North,Van,Clear,263,2023-07-23,No,2023-07-24,2023-07-24
ORD-01299,North,Van,Clear,138,2023-09-29,No,2023-09-30,2023-09-30
ORD-01300,South,Box Truck,Snow,109,2022-03-19,No,2022-03-20,2022-03-24
ORD-01301,East,Van,Rain,299,2023-04-19,No,2023-04-20,2023-04-20
ORD-01302,West,Van,Rain,1259,2022-06-18,No,2022-06-23,2022-06-23
ORD-01303,East,Van,Fog,1158,2022-01-26,No,2022-01-30,2022-02-02
ORD-01304,South,Semi-Trailer,Clear,1471,2023-01-25,No,2023-01-30,2023-01-30
ORD-01305,South,Van,Rain,655,2023-03-23,No,2023-03-26,2023-03-26
ORD-01306,East,Semi-Trailer,Clear,674,2022-04-30,No,2022-05-03,2022-05-03
ORD-01307,West,Semi-Trailer,Clear,1380,2023-03-19,Yes,2023-03-24,2023-03-24
ORD-01308,West,Van,Clear,707,2023-11-13,No,2023-11-16,2023-11-16
ORD-01309,North,Box Truck,Snow,192,2023-07-26,No,2023-07-27,2023-07-30
ORD-01310,West,Van,Clear,360,2023-05-26,No,2023-05-28,2023-05-28
ORD-01311,East,Semi-Trailer,Snow,1411,2022-09-29,No,2022-10-04,2022-10-07
ORD-01312,South,Box Truck,Clear,717,2022-11-24,No,2022-11-27,2022-11-27
ORD-01313,North,Van,Clear,1498,2022-06-01,,2022-06-06,2022-06-06
ORD-01314,North,Van,Clear,687,2022-05-09,No,2022-05-12,2022-05-12
ORD-01315,South,Van,Clear,811,2023-03-02,No,2023-03-05,2023-03-08
ORD-01316,West,Semi-Trailer,Fog,349,2023-12-12,No,2023-12-14,2023-12-15
ORD-01317,South,Van,Clear,1174,2022-02-18,No,2022-02-22,2022-02-22
ORD-01318,West,Box Truck,Fog,120,2022-07-17,No,2022-07-18,2022-07-22
ORD-01319,South,Van,Fog,270,2022-03-11,No,2022-03-12,2022-03-13
ORD-01320,East,Semi-Trailer,Fog,1221,2022-06-27,No,2022-07-02,2022-07-06
ORD-01321,West,Van,Clear,380,2023-08-20,No,2023-08-22,2023-08-22
ORD-01322,East,Box Truck,Fog,1391,2022-10-22,No,2022-10-27,2022-10-30
ORD-01323,North,Van,Clear,1306,2023-06-30,No,2023-07-05,2023-07-05
ORD-01324,South,Box Truck,Clear,613,2023-03-18,No,2023-03-21,2023-03-22
ORD-01325,North,Van,Clear,458,2023-03-26,No,2023-03-28,2023-03-28
ORD-01326,North,Van,Fog,1450,2022-09-17,No,2022-09-22,2022-09-23
ORD-01327,North,Van,Clear,870,2022-09-10,No,2022-09-13,2022-09-13
ORD-01328,North,Box Truck,Clear,1421,2022-12-06,No,2022-12-11,2022-12-12
ORD-01329,South,Van,Clear,1371,2022-06-18,No,2022-06-23,2022-06-23
ORD-01330,North,Box Truck,Clear,1344,2022-07-25,No,2022-07-30,2022-08-02
ORD-01331,South,Van,Clear,1362,2023-06-27,No,2023-07-02,2023-07-05
ORD-01332,South,Semi-Trailer,Snow,1080,2023-09-15,Yes,2023-09-19,2023-09-26
ORD-01333,East,Semi-Trailer,Clear,665,2023-03-14,Yes,2023-03-17,2023-03-20
ORD-01334,West,Box Truck,Fog,158,2023-11-14,No,2023-11-15,2023-11-16
ORD-01335,West,Van,Rain,359,2023-05-10,No,2023-05-12,2023-05-12
ORD-01336,South,Van,Fog,332,2023-11-02,No,2023-11-04,2023-11-05
ORD-01337,East,Van,Clear,874,2022-09-03,No,2022-09-06,2022-09-06
ORD-01338,South,Van,Rain,1153,2022-09-30,No,2022-10-04,2022-10-04
ORD-01339,South,Box Truck,Clear,1014,2022-03-15,No,2022-03-19,2022-03-19
ORD-01340,South,Box Truck,Clear,407,2023-10-22,No,2023-10-24,2023-10-26
ORD-01341,East,Semi-Trailer,Snow,655,2023-03-30,No,2023-04-02,2023-04-05
ORD-01342,West,Van,Rain,1230,2023-01-01,,2023-01-06,2023-01-06
ORD-01343,East,Box Truck,Snow,422,2023-11-20,Yes,2023-11-22,2023-11-26
ORD-01344,North,Van,Rain,1472,2022-01-22,No,2022-01-27,2022-01-27
ORD-01345,East,Box Truck,Clear,46,2023-12-09,No,2023-12-10,2023-12-10
ORD-01346,East,Van,Rain,196,2023-04-07,No,2023-04-08,2023-04-08
ORD-01347,East,Van,Clear,429,2023-09-01,No,2023-09-03,2023-09-04
ORD-01348,East,Van,Clear,734,2023-09-03,No,2023-09-06,2023-09-06
ORD-01349,West,Box Truck,Rain,1493,2022-03-04,No,2022-03-09,2022-03-09
ORD-01350,North,Semi-Trailer,Fog,1143,2022-02-03,No,2022-02-07,2022-02-09
ORD-01351,West,Van,Clear,196,2023-08-17,Yes,2023-08-18,2023-08-20
ORD-01352,West,Van,Clear,480,2022-06-03,No,2022-06-05,2022-06-05
ORD-01353,East,Van,Clear,1111,2023-12-20,No,2023-12-24,2023-12-24
ORD-01354,South,Box Truck,Clear,1407,2022-02-22,No,2022-02-27,2022-02-27
ORD-01355,South,Van,Snow,819,2022-08-22,No,2022-08-25,2022-08-26
ORD-01356,West,Box Truck,Snow,339,2023-07-29,No,2023-07-31,2023-08-01
ORD-01357,West,Semi-Trailer,Rain,1158,2022-10-11,No,2022-10-15,2022-10-18
ORD-01358,East,Semi-Trailer,Snow,1349,2023-09-04,No,2023-09-09,2023-09-11
ORD-01359,West,Van,Clear,967,2023-05-21,No,2023-05-25,2023-05-25
ORD-01360,East,Semi-Trailer,Clear,329,2022-02-06,No,2022-02-08,2022-02-09
ORD-01361,South,Box Truck,Clear,484,2022-10-26,No,2022-10-28,2022-10-28
ORD-01362,South,Van,Snow,835,2022-01-17,No,2022-01-20,2022-01-22
ORD-01363,North,Box Truck,Rain,523,2023-02-26,No,2023-02-28,2023-02-28
ORD-01364,South,Semi-Trailer,Rain,343,2022-08-30,No,2022-09-01,2022-09-01
ORD-01365,West,Van,Clear,1104,2022-10-26,No,2022-10-30,2022-10-30
ORD-01366,South,Van,Clear,474,2022-04-04,No,2022-04-06,2022-04-06
ORD-01367,East,Van,Fog,1409,2023-06-22,No,2023-06-27,
ORD-01368,South,Box Truck,Clear,733,2022-11-13,No,2022-11-16,2022-11-16
ORD-01369,North,Van,Rain,17,2022-02-26,No,2022-02-27,2022-02-27
ORD-01370,South,Semi-Trailer,Clear,173,2023-03-27,No,2023-03-28,2023-03-28
ORD-01371,East,Box Truck,Clear,790,2023-10-17,No,2023-10-20,2023-10-23
ORD-01372,East,Box Truck,Rain,1328,2022-08-02,No,2022-08-07,
ORD-01373,West,Van,Clear,367,2023-11-04,No,2023-11-06,2023-11-06
ORD-01374,South,Box Truck,Rain,90,2023-07-29,No,2023-07-30,2023-07-30
ORD-01375,East,Van,Rain,783,2023-03-09,No,2023-03-12,2023-03-12
ORD-01376,North,Van,Clear,1308,2022-01-19,No,2022-01-24,2022-01-24
ORD-01377,West,Box Truck,Rain,930,2023-05-02,No,2023-05-06,2023-05-06
ORD-01378,North,Van,Clear,908,2023-08-19,No,2023-08-23,2023-08-24
ORD-01379,South,Box Truck,Clear,931,2022-05-14,No,2022-05-18,2022-05-20
ORD-01380,South,Van,Rain,1080,2022-08-19,No,2022-08-23,2022-08-23
ORD-01381,South,Van,Clear,1425,2022-02-07,No,2022-02-12,2022-02-12
ORD-01382,West,Van,Clear,834,2022-08-01,No,2022-08-04,2022-08-04
ORD-01383,East,Semi-Trailer,Fog,1027,2022-05-10,No,2022-05-14,2022-05-16
ORD-01384,West,Box Truck,Clear,1112,2022-10-16,No,2022-10-20,2022-10-20
ORD-01385,North,Box Truck,Snow,689,2022-09-04,No,2022-09-07,2022-09-10
ORD-01386,West,Van,Snow,1056,2022-03-11,Yes,2022-03-15,
ORD-01387,North,Van,Clear,1261,2022-10-29,No,2022-11-03,2022-11-05
ORD-01388,West,Semi-Trailer,Clear,447,2023-05-22,No,2023-05-24,2023-05-24
ORD-01389,East,Van,Clear,1331,2022-07-14,No,2022-07-19,2022-07-21
ORD-01390,North,Van,Clear,955,2022-06-05,No,2022-06-09,2022-06-09
ORD-01391,South,Box Truck,Snow,1293,2022-07-28,Yes,2022-08-02,2022-08-06
ORD-01392,South,Van,Rain,785,2022-11-11,No,2022-11-14,2022-11-15
ORD-01393,West,Semi-Trailer,Clear,685,2022-09-27,No,2022-09-30,2022-09-30
ORD-01394,South,Box Truck,Rain,19,2022-09-05,No,2022-09-06,2022-09-06
ORD-01395,North,Van,Fog,167,2022-02-15,No,2022-02-16,2022-02-18
ORD-01396,South,Van,Clear,877,2023-12-11,No,2023-12-14,2023-12-15
ORD-01397,East,Van,Rain,793,2022-03-05,No,2022-03-08,2022-03-08
ORD-01398,East,Semi-Trailer,Rain,1191,2022-11-07,No,2022-11-11,2022-11-13
ORD-01399,West,Box Truck,Clear,329,2023-10-18,Yes,2023-10-20,2023-10-20
ORD-01400,North,Van,Clear,1235,2022-08-02,No,2022-08-07,2022-08-07
ORD-01401,East,Van,Rain,130,2023-01-04,No,2023-01-05,2023-01-05
ORD-01402,East,Box Truck,Clear,148,2023-07-03,No,2023-07-04,2023-07-04
ORD-01403,North,Box Truck,Clear,683,2022-10-29,No,2022-11-01,2022-11-03
ORD-01404,South,Van,Rain,1372,2023-10-01,No,2023-10-06,2023-10-08
ORD-01405,South,Van,Rain,1293,2022-05-16,,2022-05-21,2022-05-21
ORD-01406,West,Van,Clear,1466,2022-12-11,No,2022-12-16,2022-12-19
ORD-01407,South,Box Truck,Clear,53,2022-04-11,No,2022-04-12,2022-04-12
ORD-01408,North,Semi-Trailer,Clear,1192,2022-10-04,No,2022-10-08,2022-10-08
ORD-01409,East,Van,Clear,825,2023-06-14,No,2023-06-17,2023-06-17
ORD-01410,South,Box Truck,Clear,1388,2022-02-18,No,2022-02-23,2022-02-23
ORD-01411,West,Van,Clear,107,2023-12-30,,2023-12-31,2023-12-31
ORD-01412,South,Van,Clear,248,2023-10-15,No,2023-10-16,2023-10-16
ORD-01413,North,Van,Clear,484,2023-05-25,No,2023-05-27,2023-05-27
ORD-01414,West,Semi-Trailer,Clear,533,2023-08-27,No,2023-08-29,2023-09-01
ORD-01415,South,Van,Clear,566,2023-05-10,No,2023-05-12,2023-05-12
ORD-01416,West,Box Truck,Clear,1425,2022-10-12,No,2022-10-17,2022-10-17
ORD-01417,North,Van,Clear,18,2022-08-24,No,2022-08-25,2022-08-25
ORD-01418,East,Van,Fog,1422,2023-04-08,No,2023-04-13,2023-04-16
ORD-01419,North,Van,Clear,1243,2022-01-24,No,2022-01-29,2022-01-29
ORD-01420,North,Box Truck,Rain,1087,2023-06-03,No,2023-06-07,2023-06-07
ORD-01421,North,Van,Fog,625,2022-10-26,No,2022-10-29,2022-10-31
ORD-01422,North,Box Truck,Clear,161,2022-01-06,No,2022-01-07,2022-01-07
ORD-01423,East,Van,Snow,419,2022-02-18,No,2022-02-20,2022-02-23
ORD-01424,East,Van,Clear,19,2022-01-20,No,2022-01-21,2022-01-21
ORD-01425,West,Van,Clear,966,2023-07-19,No,2023-07-23,2023-07-23
ORD-01426,South,Van,Clear,561,2022-06-15,No,2022-06-17,2022-06-17
ORD-01427,East,Van,Clear,565,2023-09-25,No,2023-09-27,2023-09-28
ORD-01428,East,Van,Clear,889,2023-01-08,No,2023-01-11,2023-01-11
ORD-01429,South,Box Truck,Clear,277,2023-02-22,No,2023-02-23,2023-02-24
ORD-01430,East,Box Truck,Rain,1023,2022-07-01,No,2022-07-05,2022-07-08
ORD-01431,North,Van,Fog,676,2023-05-16,No,2023-05-19,2023-05-23
ORD-01432,North,Van,Clear,460,2022-07-09,No,2022-07-11,2022-07-11
ORD-01433,South,Van,Clear,603,2022-06-09,No,2022-06-12,2022-06-13
ORD-01434,West,Van,Clear,1230,2023-01-03,No,2023-01-08,2023-01-09
ORD-01435,West,Van,Clear,407,2023-01-14,No,2023-01-16,2023-01-16
ORD-01436,South,Semi-Trailer,Rain,930,2023-07-20,No,2023-07-24,2023-07-24
ORD-01437,South,Van,Clear,1085,2022-03-16,No,2022-03-20,2022-03-20
ORD-01438,North,Van,Clear,1401,2023-11-09,No,2023-11-14,2023-11-15
ORD-01439,West,Van,Rain,1407,2022-05-04,No,2022-05-09,2022-05-09
ORD-01440,East,Van,Snow,1092,2022-11-24,No,2022-11-28,2022-11-29
ORD-01441,North,Box Truck,Clear,303,2023-04-19,No,2023-04-21,2023-04-21
ORD-01442,South,Van,Clear,797,2023-10-23,No,2023-10-26,2023-10-26
ORD-01443,West,Van,Clear,961,2022-01-05,No,2022-01-09,2022-01-12
ORD-01444,East,Box Truck,Clear,878,2023-07-16,No,2023-07-19,2023-07-19
ORD-01445,East,Van,Clear,119,2023-12-02,Yes,2023-12-03,2023-12-03
ORD-01446,North,Box Truck,Clear,116,2023-09-14,No,2023-09-15,2023-09-15
ORD-01447,West,Box Truck,Fog,1022,2022-10-20,No,2022-10-24,2022-10-30
ORD-01448,West,Van,Clear,306,2022-04-23,No,2022-04-25,2022-04-25
ORD-01449,South,Box Truck,Clear,848,2023-02-12,No,2023-02-15,2023-02-15
ORD-01450,West,Van,Clear,1128,2022-11-24,No,2022-11-28,2022-11-28
ORD-01451,West,Box Truck,Clear,994,2022-08-30,No,2022-09-03,2022-09-03
ORD-01452,North,Van,Rain,854,2023-07-20,No,2023-07-23,
ORD-01453,West,Van,Clear,88,2022-03-27,No,2022-03-28,2022-03-31
ORD-01454,East,Box Truck,Clear,1283,2022-04-21,No,2022-04-26,2022-04-29
ORD-01455,North,Semi-Trailer,Clear,739,2022-05-18,No,2022-05-21,2022-05-21
ORD-01456,North,Semi-Trailer,Clear,348,2022-12-19,No,2022-12-21,2022-12-23
ORD-01457,South,Box Truck,Clear,66,2022-02-12,,2022-02-13,2022-02-13
ORD-01458,West,Van,Clear,929,2022-03-17,No,2022-03-21,2022-03-21
ORD-01459,South,Van,Clear,156,2023-08-24,No,2023-08-25,2023-08-25
ORD-01460,East,Van,Clear,755,2023-01-20,No,2023-01-23,2023-01-23
ORD-01461,North,Van,Clear,1050,2022-07-22,No,2022-07-26,2022-07-26
ORD-01462,North,Van,Rain,377,2023-07-13,No,2023-07-15,2023-07-16
ORD-01463,North,Semi-Trailer,Rain,718,2023-05-04,No,2023-05-07,2023-05-08
ORD-01464,East,Van,Rain,1222,2022-03-25,No,2022-03-30,2022-03-30
ORD-01465,East,Van,Snow,257,2022-08-27,No,2022-08-28,2022-08-29
ORD-01466,South,Van,Clear,159,2023-04-02,No,2023-04-03,2023-04-04
ORD-01467,South,Semi-Trailer,Snow,723,2023-08-19,No,2023-08-22,2023-08-26
ORD-01468,South,Box Truck,Clear,1246,2023-01-13,No,2023-01-18,
ORD-01469,West,Box Truck,Clear,226,2023-09-10,No,2023-09-11,2023-09-12
ORD-01470,North,Van,Clear,1039,2023-09-25,Yes,2023-09-29,2023-09-30
ORD-01471,North,Semi-Trailer,Clear,679,2023-09-10,No,2023-09-13,2023-09-14
ORD-01472,South,Van,Fog,870,2022-05-09,No,2022-05-12,2022-05-15
ORD-01473,North,Semi-Trailer,Clear,1428,2023-12-22,No,2023-12-27,2023-12-29
ORD-01474,South,Box Truck,Clear,313,2022-03-22,No,2022-03-24,2022-03-25
ORD-01475,West,Van,Clear,1444,2022-07-26,No,2022-07-31,2022-07-31
ORD-01476,West,Van,Clear,412,2023-11-03,No,2023-11-05,2023-11-05
ORD-01477,East,Box Truck,Clear,869,2022-03-11,No,2022-03-14,2022-03-14
ORD-01478,West,Van,Clear,389,2023-11-17,No,2023-11-19,2023-11-21
ORD-01479,South,Semi-Trailer,Clear,461,2022-12-13,No,2022-12-15,2022-12-18
ORD-01480,West,Van,Snow,1262,2023-03-06,No,2023-03-11,2023-03-14
ORD-01481,East,Van,Clear,703,2023-04-08,No,2023-04-11,2023-04-11
ORD-01482,North,Van,Clear,154,2022-01-11,No,2022-01-12,2022-01-14
ORD-01483,South,Van,Rain,59,2023-08-03,No,2023-08-04,2023-08-04
ORD-01484,North,Van,Fog,1457,2022-10-13,No,2022-10-18,2022-10-22
ORD-01485,East,Van,Clear,1133,2022-07-30,No,2022-08-03,2022-08-03
ORD-01486,East,Box Truck,Clear,352,2023-07-28,No,2023-07-30,2023-08-01
ORD-01487,East,Van,Fog,891,2022-04-08,No,2022-04-11,2022-04-14
ORD-01488,North,Semi-Trailer,Clear,899,2023-03-01,No,2023-03-04,
ORD-01489,North,Box Truck,Clear,1046,2023-11-15,No,2023-11-19,2023-11-19
ORD-01490,North,Semi-Trailer,Clear,771,2023-07-18,No,2023-07-21,2023-07-21
ORD-01491,North,Van,Fog,857,2023-12-08,No,2023-12-11,2023-12-12
ORD-01492,East,Van,Fog,933,2022-05-09,No,2022-05-13,2022-05-16
ORD-01493,East,Van,Snow,1205,2022-10-15,No,2022-10-20,2022-10-23
ORD-01494,South,Box Truck,Clear,1392,2022-03-04,No,2022-03-09,2022-03-09
ORD-01495,South,Semi-Trailer,Clear,1139,2022-03-19,No,2022-03-23,2022-03-23
ORD-01496,North,Van,Clear,198,2023-06-08,No,2023-06-09,2023-06-09
ORD-01497,West,Van,Snow,1083,2022-06-10,No,2022-06-14,2022-06-19
ORD-01498,West,Semi-Trailer,Fog,1282,2022-05-16,No,2022-05-21,2022-05-22
ORD-01499,East,Van,Clear,419,2023-09-17,No,2023-09-19,2023-09-19
ORD-01500,East,Box Truck,Rain,1424,2022-08-03,No,2022-08-08,2022-08-08
ORD-01501,East,Box Truck,Clear,1412,2022-06-21,No,2022-06-26,2022-06-26
ORD-01502,South,Semi-Trailer,Clear,236,2023-11-10,No,2023-11-11,2023-11-11
ORD-01503,South,Van,Rain,222,2023-09-15,No,2023-09-16,2023-09-16
ORD-01504,East,Van,Clear,1014,2023-07-25,No,2023-07-29,2023-07-29
ORD-01505,East,Box Truck,Clear,1379,2023-01-11,No,2023-01-16,2023-01-16
ORD-01506,East,Semi-Trailer,Clear,428,2022-10-03,No,2022-10-05,2022-10-06
ORD-01507,West,Van,Snow,1117,2022-11-22,No,2022-11-26,2022-11-30
ORD-01508,South,Van,Snow,928,2022-01-06,No,2022-01-10,2022-01-13
ORD-01509,West,Box Truck,Fog,1230,2022-08-19,No,2022-08-24,2022-08-25
ORD-01510,West,Semi-Trailer,Rain,786,2022-11-13,No,2022-11-16,2022-11-16
ORD-01511,East,Semi-Trailer,Clear,230,2022-07-12,No,2022-07-13,2022-07-13
ORD-01512,East,Semi-Trailer,Clear,185,2023-10-28,No,2023-10-29,2023-10-29
ORD-01513,North,Van,Fog,593,2023-08-21,No,2023-08-23,2023-08-25
ORD-01514,North,Van,Clear,1355,2023-04-11,No,2023-04-16,2023-04-19
ORD-01515,West,Box Truck,Rain,544,2022-06-29,No,2022-07-01,2022-07-01
ORD-01516,South,Semi-Trailer,Rain,734,2022-01-06,No,2022-01-09,2022-01-11
ORD-01517,East,Van,Snow,1427,2023-03-24,No,2023-03-29,2023-03-31
ORD-01518,East,Van,Clear,333,2023-03-02,No,2023-03-04,2023-03-04
ORD-01519,West,Box Truck,Clear,94,2022-11-15,No,2022-11-16,2022-11-16
ORD-01520,North,Van,Rain,1029,2023-08-25,No,2023-08-29,2023-08-29
ORD-01521,South,Van,Snow,896,2022-09-01,No,2022-09-04,2022-09-07
ORD-01522,North,Box Truck,Rain,1460,2023-07-09,No,2023-07-14,2023-07-14
ORD-01523,North,Box Truck,Clear,1301,2023-04-28,No,2023-05-03,2023-05-03
ORD-01524,North,Box Truck,Clear,121,2023-02-19,No,2023-02-20,2023-02-20
ORD-01525,North,Van,Rain,637,2023-01-31,No,2023-02-03,2023-02-03
ORD-01526,East,Box Truck,Rain,958,2023-06-05,No,2023-06-09,2023-06-10
ORD-01527,East,Box Truck,Rain,759,2023-05-24,No,2023-05-27,2023-05-27
ORD-01528,North,Box Truck,Clear,1431,2022-04-11,No,2022-04-16,2022-04-16
ORD-01529,South,Box Truck,Fog,61,2023-11-14,No,2023-11-15,
ORD-01530,West,Van,Clear,93,2023-06-04,No,2023-06-05,2023-06-05
ORD-01531,South,Van,Rain,721,2023-07-25,No,2023-07-28,2023-07-28
ORD-01532,South,Van,Clear,740,2022-11-14,No,2022-11-17,2022-11-17
ORD-01533,South,Van,Clear,750,2022-04-26,No,2022-04-29,2022-05-02
ORD-01534,North,Box Truck,Snow,838,2022-09-06,No,2022-09-09,2022-09-11
ORD-01535,East,Semi-Trailer,Clear,434,2023-06-27,No,2023-06-29,2023-06-29
ORD-01536,South,Box Truck,Clear,1054,2023-07-07,No,2023-07-11,2023-07-11
ORD-01537,North,Box Truck,Clear,65,2023-09-01,,2023-09-02,2023-09-02
ORD-01538,South,Van,Rain,1324,2023-08-26,No,2023-08-31,2023-08-31
ORD-01539,South,Van,Clear,821,2023-05-14,No,2023-05-17,2023-05-17
ORD-01540,North,Van,Clear,816,2023-12-11,No,2023-12-14,2023-12-14
ORD-01541,East,Van,Fog,1018,2023-02-24,No,2023-02-28,2023-03-01
ORD-01542,East,Van,Clear,664,2023-10-01,Yes,2023-10-04,
ORD-01543,West,Box Truck,Clear,1016,2022-05-01,No,2022-05-05,2022-05-05
ORD-01544,North,Semi-Trailer,Clear,917,2022-03-11,No,2022-03-15,2022-03-15
ORD-01545,West,Van,Fog,1406,2023-04-03,No,2023-04-08,2023-04-14
ORD-01546,West,Van,Clear,17,2023-07-04,No,2023-07-05,2023-07-05
ORD-01547,West,Box Truck,Rain,133,2023-03-20,No,2023-03-21,2023-03-22
ORD-01548,East,Van,Clear,1134,2023-07-24,No,2023-07-28,2023-07-28
ORD-01549,North,Semi-Trailer,Snow,999,2022-11-15,No,2022-11-19,2022-11-22
ORD-01550,West,Box Truck,Rain,844,2023-01-23,No,2023-01-26,2023-01-29
ORD-01551,North,Semi-Trailer,Clear,1126,2023-04-02,No,2023-04-06,2023-04-06
ORD-01552,North,Van,Clear,1418,2022-03-23,No,2022-03-28,
